0
  (0, 12129)	2.0
  (0, 12130)	10.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	1.0
  (0, 12142)	3.0"
"  (0, 2119)	1.0
  (0, 8679)	1.0
  (0, 12124)	0.8404806721650927
  (0, 12125)	-0.18498748699192968
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	21.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 4467)	1.0
  (0, 9678)	1.0
  (0, 12124)	-0.8346107040023594
  (0, 12125)	-0.9899154337997889
  (0, 12126)	1.0
  (0, 12127)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	1.0
  (0, 12131)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 842)	1.0
  (0, 10856)	1.0
  (0, 12124)	-1.4943441130683104
  (0, 12125)	-0.9181308271079157
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	12.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12140)	1.0
  (0, 12141)	1.0
  (0, 12142)	2.0"
"  (0, 528)	1.0
  (0, 7765)	1.0
  (0, 12124)	-1.4827115340671475
  (0, 12125)	-0.9985242888458623
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	1.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12141)	1.0
  (0, 12142)	1.0"
"  (0, 1832)	1.0
  (0, 11111)	1.0
  (0, 12124)	-0.1615829189350795
  (0, 12125)	0.5400105518112329
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	58.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 3217)	1.0
  (0, 7285)	1.0
  (0, 12124)	-0.17155370093607614
  (0, 12125)	0.30390718367584674
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	49.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	1.0
  (0, 12142)	3.0"
"  (0, 3488)	1.0
  (0, 7932)	1.0
  (0, 12124)	-0.31446824295036285
  (0, 12125)	-0.3316912065719389
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	30.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	2.0
  (0, 12142)	2.0"
"  (0, 3291)	1.0
  (0, 5757)	1.0
  (0, 12124)	1.1495749141959914
  (0, 12125)	1.0892334297634156
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	47.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 4405)	1.0
  (0, 10742)	1.0
  (0, 12124)	-1.1486903370337564
  (0, 12125)	-0.9940874173990399
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	1.0
  (0, 12131)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	1.0"
"  (0, 2688)	1.0
  (0, 11649)	1.0
  (0, 12124)	0.8471278601657574
  (0, 12125)	1.804563062130219
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	72.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 4462)	1.0
  (0, 7174)	1.0
  (0, 12124)	-0.0020504069191315333
  (0, 12125)	-0.5248385954261489
  (0, 12128)	1.0
  (0, 12129)	2.0
  (0, 12130)	17.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0
  (0, 12142)	1.0"
"  (0, 1950)	1.0
  (0, 8735)	1.0
  (0, 12124)	1.0498670941860242
  (0, 12125)	1.9800512611463297
  (0, 12127)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	71.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 2509)	1.0
  (0, 11420)	1.0
  (0, 12124)	1.0216165451832002
  (0, 12125)	-0.9272253098745368
  (0, 12126)	1.0
  (0, 12127)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	2.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 3466)	1.0
  (0, 7398)	1.0
  (0, 12124)	0.046141706085686136
  (0, 12125)	-0.17988839592617856
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	27.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12140)	1.0
  (0, 12141)	1.0
  (0, 12142)	1.0"
"  (0, 3726)	1.0
  (0, 6311)	1.0
  (0, 12124)	-1.481049737066981
  (0, 12125)	-0.9985022148585647
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	1.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12141)	1.0
  (0, 12142)	2.0"
"  (0, 1725)	1.0
  (0, 5501)	1.0
  (0, 12124)	-0.6484894399837535
  (0, 12125)	-0.9874431472224551
  (0, 12126)	1.0
  (0, 12127)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	1.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	1.0
  (0, 12142)	2.0"
"  (0, 3174)	1.0
  (0, 9777)	1.0
  (0, 12124)	1.1678546811978192
  (0, 12125)	2.1940585679967946
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	72.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	1.0
  (0, 12142)	2.0"
"  (0, 3080)	1.0
  (0, 11668)	1.0
  (0, 12124)	0.16412929309748078
  (0, 12125)	-0.8675151742344638
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	5.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	2.0"
"  (0, 3339)	1.0
  (0, 5124)	1.0
  (0, 12124)	0.33363258711442517
  (0, 12125)	0.5590824768363802
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	46.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 2761)	1.0
  (0, 11178)	1.0
  (0, 12124)	1.3822264942192488
  (0, 12125)	0.559501882595035
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	34.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 4171)	1.0
  (0, 10715)	1.0
  (0, 12124)	1.099721004191008
  (0, 12125)	-0.5194083945509333
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	11.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0
  (0, 12142)	2.0"
"  (0, 4506)	1.0
  (0, 10429)	1.0
  (0, 12124)	-0.5055748979694671
  (0, 12125)	-0.79740819057721
  (0, 12126)	1.0
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	10.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12140)	1.0
  (0, 12141)	1.0
  (0, 12142)	1.0"
"  (0, 4810)	1.0
  (0, 6010)	1.0
  (0, 12124)	0.14751132309581955
  (0, 12125)	1.1436237344647615
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	70.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 5018)	1.0
  (0, 7695)	1.0
  (0, 12124)	-1.462769970065154
  (0, 12125)	-0.82277120198218
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	17.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12140)	1.0
  (0, 12141)	1.0
  (0, 12142)	1.0"
"  (0, 2363)	1.0
  (0, 10920)	1.0
  (0, 12124)	0.5014740841312035
  (0, 12125)	1.1388116052338793
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	63.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 2071)	1.0
  (0, 7447)	1.0
  (0, 12124)	0.3801629031190768
  (0, 12125)	-0.5741298090617433
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	13.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12141)	2.0"
"  (0, 1876)	1.0
  (0, 8898)	1.0
  (0, 12124)	0.6560212051466532
  (0, 12125)	0.7173088177857488
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	49.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 3030)	1.0
  (0, 10647)	1.0
  (0, 12124)	-0.5155456799704636
  (0, 12125)	-0.9645965703694143
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	2.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	1.0
  (0, 12142)	1.0"
"  (0, 3953)	1.0
  (0, 9231)	1.0
  (0, 12124)	0.5280628361338618
  (0, 12125)	-0.9437808003477547
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	2.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12141)	2.0"
"  (0, 3893)	1.0
  (0, 8267)	1.0
  (0, 12124)	0.4981504901308714
  (0, 12125)	0.8546531667515656
  (0, 12126)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	52.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 1487)	1.0
  (0, 9333)	1.0
  (0, 12124)	-0.020330173920958795
  (0, 12125)	0.8706788815296407
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	69.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	1.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12140)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 4082)	1.0
  (0, 10179)	1.0
  (0, 12124)	0.8471278601657574
  (0, 12125)	0.687310269048278
  (0, 12127)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	43.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12141)	2.0"
"  (0, 4779)	1.0
  (0, 8334)	1.0
  (0, 12124)	1.141265929195161
  (0, 12125)	-0.3776933961001872
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	15.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	1.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 3341)	1.0
  (0, 10243)	1.0
  (0, 12124)	0.1574821050968162
  (0, 12125)	-0.23366062898319062
  (0, 12127)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	25.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	2.0
  (0, 12138)	2.0
  (0, 12139)	1.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 3809)	1.0
  (0, 9118)	1.0
  (0, 12124)	0.5280628361338618
  (0, 12125)	-0.7278309826150992
  (0, 12127)	1.0
  (0, 12128)	2.0
  (0, 12129)	1.0
  (0, 12130)	8.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	2.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	1.0
  (0, 12139)	1.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 2361)	1.0
  (0, 9648)	1.0
  (0, 12124)	0.33529438411459117
  (0, 12125)	0.9599681601485298
  (0, 12127)	1.0
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	60.0
  (0, 12131)	2.0
  (0, 12132)	1.0
  (0, 12133)	2.0
  (0, 12134)	2.0
  (0, 12135)	2.0
  (0, 12136)	2.0
  (0, 12137)	2.0
  (0, 12138)	1.0
  (0, 12139)	2.0
  (0, 12140)	1.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
"  (0, 833)	1.0
  (0, 5647)	1.0
  (0, 12124)	1.0199547481830342
  (0, 12125)	-0.2337047769577859
  (0, 12126)	1.0
  (0, 12127)	1.0
  (0, 12128)	1.0
  (0, 12129)	1.0
  (0, 12130)	18.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	1.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12141)	2.0"
"  (0, 4461)	1.0
  (0, 8026)	1.0
  (0, 12124)	1.1595456961969886
  (0, 12125)	1.7788468669284871
  (0, 12128)	2.0
  (0, 12129)	2.0
  (0, 12130)	63.0
  (0, 12131)	2.0
  (0, 12132)	2.0
  (0, 12133)	1.0
  (0, 12134)	2.0
  (0, 12135)	1.0
  (0, 12136)	1.0
  (0, 12137)	1.0
  (0, 12138)	2.0
  (0, 12139)	2.0
  (0, 12140)	1.0
  (0, 12141)	2.0
  (0, 12142)	3.0"
